title,url,image
IMF dataset controversy: Sources said he had questioned method behind IMF rating; also concerns flagged relating to allegations of ‘impropriety’ linked to his book promotion  say sources.,https://indianexpress.com/article/business/government-recalls-imf-executive-director-krishnamurthy-subramanian-to-india-tenure-left-9980936/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Indian ban on Pakistani ships: The restrictions were put in place “with immediate effect” and “till further order” to ensure safety of “Indian assets  cargo and connected infrastructure  in public interest and for interest of Indian shipping”  the DGS order stated.,https://indianexpress.com/article/business/india-bans-pakistan-ships-ports-pahalgam-terror-attack-9980448/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
On Saturday  the 2025 Australian federal election got underway  with the incumbent center-left government of Prime Minister Anthony Albanese appearing to have been boosted by Trump’s belligerence over the past few weeks.,https://indianexpress.com/article/business/australia-election-trump-canada-pm-anthony-albanese-9979946/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
India is stepping up its ante against Pakistan following the attack on April 22 that killed 26 tourists in Pahalgam  and is looking at several measures aimed at tightening financial flows.,https://indianexpress.com/article/business/india-to-raise-concerns-against-pak-funding-with-all-mdbs-says-official-9979776/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Speaking at an event hosted by the Isaac Centre for Public Policy  Panagariya said the US-China trade conflict is “here to stay” and that a successful trade deal with the US could pave the way,https://indianexpress.com/article/business/us-import-curbs-will-remain-higher-for-china-vietnam-and-cambodia-arvind-panagariya-9979605/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
The SC order has cast a shadow on other bankruptcy cases as the total admitted claims under the Insolvency and Bankruptcy Code (IBC) stood at Rs 10.46 lakh crore as of March 2024,https://indianexpress.com/article/business/bhushan-steel-top-courts-liquidation-order-may-impact-lenders-insolvency-process-9979656/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Settlement terms were being discussed  said the source with direct knowledge of the matter  who declined to be named as the matter is confidential.
,https://indianexpress.com/article/business/insider-trading-case-sebi-accuses-adani-nephew-he-seeks-to-settle-9979730/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
DIIs shareholding at 17.62% in NSE listed companies surpasses that of FPIs at 17.22%,https://indianexpress.com/article/business/market/after-15-yrs-domestic-institutions-upstage-fpis-in-ownership-of-listed-stocks-on-nse-9979725/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
A potential US–China trade deal could quickly help Chinese exporters regain ground  due to the superior technical expertise China has built over the years. Indian manufacturers say India is currently not in a position to meet US demand in several labour-intensive sectors.,https://indianexpress.com/article/business/us-china-tariff-talks-implications-for-india-9979233/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
The Nifty firms that gained the most included Adani Ports  Maruti Suzuki India  Hindalco and Eternal Ltd.,https://indianexpress.com/article/business/market/india-stock-market-sensex-nifty-updates-9978343/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
India received a relatively much lower tariff rate  and was also among the countries where the US paused retaliatory levies for 90 days.,https://indianexpress.com/article/business/companies/apple-iphones-sold-in-us-india-9978296/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
India Defence Stocks: The index has risen by around 2 000 points  or nearly 39 per cent  to 7128.8 as on April 30  2025. The 18 constituents of the index have also seen an impressive rally.,https://indianexpress.com/article/business/market/india-stock-market-sensex-nifty-defence-stocks-9978152/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
PM Modi in Thiruvananthapuram: Unlike most Indian ports  Vizhinjam experiences minimal sand movement along the coast (littoral drift)  which reduces maintenance costs. ,https://indianexpress.com/article/business/pm-modi-vizhinjam-port-india-first-transshipment-hub-9978092/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Adding that India should have new investment avenues for this industry  Ambani said  “And India should create an enabling  encouraging and empowering regulatory environment that rewards imagination and inclusion.” ,https://indianexpress.com/article/business/indias-media-and-entertainment-industry-can-grow-over-100-billion-in-next-decade-mukesh-ambani-9977769/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
ATMs have gained prominence as a delivery channel for banking transactions in India.,https://indianexpress.com/article/business/atm-transaction-charges-customers-pay-9976762/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Backed by an outlay of nearly Rs 20 000 crore  the National Green Hydrogen Mission also supports domestic electrolyser manufacturing  green hydrogen production  and sector-specific pilot projects.,https://indianexpress.com/article/business/green-hydrogen-official-stamp-india-certification-scheme-9976732/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
India Share Market Holiday 2025: The Indian share market will be closed today  May 1  2025  for Maharashtra Day. Trading resumes tomorrow.,https://indianexpress.com/article/business/market/maharashtra-day-share-market-holiday-2025-bse-nse-open-closed-may-1-9976081/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Opinion Trading Platform: As per industry estimates  these platforms have registered transaction volumes of over Rs 50 000 crore a year with a user base of more than 5 crore people.,https://indianexpress.com/article/business/opinion-trading-platforms-sebi-warned-investors-9975981/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
On April 24  Pakistan had closed its airspace for Indian aircraft and airlines after New Delhi’s strong diplomatic moves in response to the terror attack.,https://indianexpress.com/article/business/aviation/pahalgam-attack-aftermath-india-shuts-airspace-for-pakistani-flights-in-tit-for-tat-move-9975582/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Indian Oil Chairman Arvinder Singh Sahney said that all purchase decisions would be purely on commercial basis  and there was no “mandate” for the company to buy more oil from any country,https://indianexpress.com/article/business/india-russia-oil-us-crude-purchases-indian-oil-chairman-arvinder-sahney-9975224/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
The selective relief for the North American region assumes significance  as the US is the largest and fastest-growing auto component market for Indian exporters.,https://indianexpress.com/article/business/trump-auto-tariff-relief-canada-mexico-india-component-exporters-9975223/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
In his March 7 Budget speech  Omar said his government’s goal was to increase sector’s contribution to J&K’s GSDP from 7% to at least 15% over the next 4-5 years,https://indianexpress.com/article/business/pahalgam-jk-ambitious-tourism-revenue-jobs-9974646/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Since the last date for filing TDS returns for the January-March quarter is May 31  the updated information is available only in the first week of June,https://indianexpress.com/article/business/itr-notified-by-income-tax-department-9974278/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
Shares at the PSX fell over 2 000 points in intraday trade amid uncertainty over speculation that India might launch military strikes against Pakistan.,https://indianexpress.com/article/business/pakistan-stock-market-dips-sharply-escalating-tensions-india-pahalgam-9974163/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
US President Donald Trump claimed over the weekend that he had spoken directly with Chinese President Xi Jinping on the trade issue.,https://indianexpress.com/article/business/us-china-standoff-tariffs-trade-war-9974039/ , https://indianexpress.com/wp-content/themes/indianexpress/images/default-ie.jpg
